timestamp,days_from_20160101,stimchoice1,stimchoice2,stimchosen,correctidx,correct_stim,is_choice_color,chose_correct
1459769075506,94.47541094907407,6,14,6,1,6,0,1
1459769241759,94.47733517361112,6,3,6,1,6,1,1
1459769243757,94.47735829861112,14,8,14,1,14,0,1
1459769245781,94.47738172453704,13,14,13,2,14,0,0
1459769254311,94.47748045138889,6,12,12,2,12,1,1
1459769369750,94.47881655092591,3,2,3,1,3,1,1
1459769394202,94.47909956018518,4,2,4,1,4,0,1
1459769398765,94.47915237268518,4,14,4,1,4,0,1
1459769414933,94.47933950231482,4,10,10,2,10,1,1
1459769452887,94.47977878472224,4,10,10,2,10,1,1
1459769461466,94.4798780787037,13,13,13,1,13,0,1
1459769952126,94.4855570138889,8,11,8,1,8,0,1
1459769978001,94.48585649305556,6,8,6,2,8,1,0
1459769988389,94.48597672453704,6,3,3,2,3,0,1
1459769995196,94.48605550925926,12,9,12,1,12,0,1
1459770075135,94.48698072916666,13,7,7,2,7,1,1
1459770129287,94.48760748842592,2,4,2,2,4,0,0
1459770132663,94.4876465625,6,11,11,2,11,1,1
1459770172445,94.48810700231482,14,6,6,2,6,1,1
1459770258782,94.48910627314814,13,7,7,2,7,0,1
1459770295040,94.48952592592592,6,12,6,1,6,1,1
1459770354606,94.49021534722222,13,6,13,1,13,0,1
1459770357337,94.49024695601852,6,13,6,1,6,0,1
1459770442540,94.49123310185183,10,8,8,2,8,0,1
1459770448636,94.4913036574074,12,13,13,2,13,0,1
1459770462032,94.4914587037037,10,14,10,1,10,1,1
1459770535129,94.49230473379627,11,1,1,2,1,0,1
1459770543567,94.49240239583334,3,5,3,1,3,1,1
1459770570608,94.49271537037038,14,11,11,2,11,1,1
1459770575241,94.49276899305556,11,13,11,1,11,1,1
1459770577524,94.49279541666668,11,2,2,2,2,0,1
1459770583097,94.49285991898148,10,1,1,2,1,1,1
1459770664259,94.49379929398148,8,4,8,1,8,0,1
1459770666441,94.4938245486111,7,1,7,1,7,1,1
1459770668577,94.49384927083332,2,6,6,2,6,1,1
1459770671228,94.49387995370373,3,5,5,2,5,0,1
1459770699386,94.49420585648149,10,1,1,2,1,0,1
1459770709197,94.49431940972222,2,13,13,2,13,0,1
1459771201866,94.50002159722224,7,5,5,2,5,0,1
1459771219450,94.50022511574076,5,6,6,1,5,1,0
1459771223376,94.50027055555556,4,10,4,1,4,0,1
1459771353855,94.50178072916668,5,11,11,2,11,1,1
1459771359382,94.50184469907408,6,3,3,2,3,0,1
1459771365321,94.5019134375,14,10,10,2,10,0,1
1459771392466,94.50222761574074,5,12,5,1,5,0,1
1459771480053,94.50324135416668,13,3,13,1,13,1,1
1459771502920,94.50350601851852,8,7,7,2,7,1,1
1459771720163,94.50602040509258,10,3,3,2,3,0,1
1459771741950,94.50627256944443,2,6,6,2,6,0,1
1459771744001,94.50629630787036,14,4,14,1,14,1,1
1459771752158,94.5063907175926,8,2,8,1,8,0,1
1459771757423,94.5064516550926,14,6,14,1,14,1,1
1459771767750,94.50657118055555,4,9,4,1,4,0,1
1459771775089,94.5066561226852,7,4,7,1,7,1,1
1459771777128,94.50667972222222,12,8,12,1,12,1,1
1459771784227,94.50676188657408,3,9,9,2,9,1,1
1459771796457,94.5069034375,5,3,3,2,3,1,1
1459771832617,94.50732195601852,5,9,9,2,9,0,1
1459771852753,94.50755501157408,9,11,11,2,11,0,1
1459771856457,94.50759788194443,12,3,12,1,12,0,1
1459771898632,94.50808601851853,13,3,3,2,3,0,1
1459771911925,94.50823987268518,8,7,7,2,7,0,1
1459772495834,94.5149980787037,3,3,3,1,3,1,1
1459772574960,94.51591388888887,12,6,12,1,12,0,1
1459773026577,94.5211409375,10,11,11,2,11,0,1
1459773310386,94.52442576388889,8,1,1,2,1,0,1
1459773348391,94.52486563657408,7,4,7,1,7,0,1
1459773358491,94.52498253472224,2,3,2,2,3,1,0
1459773700790,94.5289443287037,4,5,5,2,5,1,1
1459773792316,94.5300036574074,9,14,14,2,14,0,1
1459773799888,94.5300912962963,8,3,8,1,8,1,1
1459773821846,94.5303454398148,14,11,11,2,11,1,1
1459774037135,94.53283721064814,7,10,7,1,7,1,1
1459774237261,94.5351534837963,13,4,13,1,13,0,1
1459774412874,94.53718604166666,4,5,4,1,4,1,1
1459774498030,94.53817164351852,13,6,13,1,13,1,1
1459774508488,94.53829268518518,7,7,7,1,7,0,1
1459774667342,94.54013127314816,7,6,6,2,6,0,1
1459774829140,94.54200393518518,8,1,1,2,1,1,1
1459852226328,95.43780472222222,4,8,4,1,4,0,1
1459852468693,95.4406098726852,3,7,7,2,7,1,1
1459852731253,95.44364876157408,2,9,9,2,9,0,1
1459852734242,95.44368335648149,3,8,3,1,3,0,1
1459852830698,95.44479974537036,12,3,3,1,12,1,0
1459852833622,95.44483358796296,3,9,9,2,9,0,1
1459853003042,95.4467944675926,3,7,7,2,7,1,1
1459853164265,95.44866047453704,5,11,5,2,11,0,0
1459853492543,95.45245998842591,4,2,2,1,4,0,0
1459853595569,95.45365241898148,6,8,6,1,6,0,1
1459853601551,95.4537216550926,13,8,8,2,8,1,1
1459853657858,95.45437335648148,10,12,10,1,10,0,1
1459853664753,95.45445315972222,4,7,7,2,7,1,1
1459853699354,95.45485363425928,3,7,7,2,7,1,1
1459853717831,95.45506748842593,5,4,4,2,4,0,1
1459853723524,95.45513337962964,11,12,11,2,12,0,0
1459853816322,95.45620743055557,10,4,4,1,10,0,0
1459854097579,95.4594627199074,10,1,10,1,10,1,1
1459854107777,95.4595807523148,3,13,13,2,13,0,1
1459854328975,95.46214091435183,6,13,13,2,13,1,1
1459854346360,95.46234212962965,4,8,4,1,4,0,1
1459854360442,95.46250511574074,13,4,13,1,13,1,1
1459854368986,95.46260400462964,7,14,7,1,7,1,1
1459854375246,95.46267645833332,12,1,1,2,1,0,1
1459854645118,95.46579997685186,6,6,6,1,6,0,1
1459854852899,95.46820484953705,10,13,13,2,13,0,1
1459854918802,95.46896761574074,5,5,5,1,5,0,1
1459855260168,95.47291861111113,12,12,12,1,12,0,1
1459855262349,95.47294385416669,13,4,13,1,13,0,1
1459855314333,95.47354552083333,9,8,8,1,9,1,0
1459855426873,95.47484806712964,1,7,1,1,1,0,1
1459855479743,95.47545998842592,9,7,7,1,9,1,0
1459855509384,95.47580305555556,8,5,5,2,5,1,1
1459855597874,95.47682724537036,7,9,7,1,7,1,1
1459855898519,95.48030693287038,7,8,8,2,8,1,1
1459856740691,95.49005429398149,4,12,4,1,4,0,1
1459856748451,95.4901441087963,3,12,3,1,3,0,1
1459856750987,95.49017346064817,8,9,9,2,9,1,1
1459856770859,95.49040346064815,10,4,10,1,10,0,1
1459856803640,95.49078287037035,5,8,5,2,8,1,0
1459856838689,95.4911885300926,13,7,13,1,13,0,1
1459856854567,95.49137230324074,2,12,12,2,12,1,1
1459856922847,95.49216258101852,9,6,6,2,6,1,1
1459857031964,95.49342550925924,4,6,4,1,4,1,1
1459857055174,95.49369414351852,10,11,10,1,10,0,1
1459857083645,95.49402366898148,1,13,1,1,1,0,1
1459857101461,95.49422987268518,11,8,11,1,11,1,1
1459857152089,95.4948158449074,4,10,10,2,10,0,1
1459857176907,95.49510309027778,2,8,2,1,2,0,1
1459857206187,95.49544197916669,12,12,12,1,12,0,1
1459857277477,95.4962670949074,7,8,7,1,7,0,1
1459857293804,95.4964560648148,12,6,12,1,12,1,1
1459857343005,95.49702552083332,13,9,13,1,13,0,1
1459857396231,95.4976415625,6,11,6,1,6,0,1
1459857467860,95.49847060185184,10,13,10,1,10,1,1
