timestamp,days_from_20160101,stimchoice1,stimchoice2,stimchoice3,stimchoice4,stimchosen,correctidx,correct_stim,is_choice_color,chose_correct
1483696533000,371.4135763888889,6,14,13,11,11,2,14,1,0
1483696539000,371.4136458333333,4,13,2,10,13,4,10,1,0
1483696545000,371.4137152777778,9,12,4,13,13,3,4,1,0
1483696555000,371.4138310185185,13,7,10,3,3,2,7,1,0
1483696582000,371.41414351851853,1,6,12,10,1,3,12,1,0
1483696602000,371.414375,10,6,2,12,6,4,12,0,0
1483696606000,371.41442129629627,5,10,4,9,4,4,9,0,0
1483696611000,371.4144791666667,4,5,12,9,5,3,12,0,0
1483696626000,371.4146527777778,3,5,13,11,13,3,13,0,1
1483696634000,371.4147453703704,8,10,9,13,8,4,13,1,0
1483696637000,371.4147800925926,5,6,10,3,5,1,5,1,1
1483696685000,371.41533564814813,11,4,3,10,3,1,11,0,0
1483696723000,371.415775462963,3,2,13,8,3,4,8,1,0
1483696750000,371.416087962963,10,11,6,4,10,2,11,1,0
1483696758000,371.41618055555557,4,3,11,5,11,4,5,1,0
1483696790000,371.41655092592595,10,6,12,4,10,1,10,1,1
1483696851000,371.41725694444443,7,14,6,13,14,2,14,1,1
1483696853000,371.4172800925926,1,8,6,11,1,1,1,0,1
1483696857000,371.4173263888889,8,13,10,4,4,1,8,1,0
1483696908000,371.41791666666666,7,14,10,5,10,2,14,1,0
1483696913000,371.417974537037,13,14,7,2,13,1,13,1,1
1483696917000,371.41802083333334,4,11,6,14,4,4,14,0,0
1483696920000,371.41805555555555,5,11,6,7,6,4,7,0,0
1483696947000,371.41836805555556,7,6,10,12,12,4,12,0,1
1483696976000,371.4187037037037,4,12,14,6,4,2,12,1,0
1483697069000,371.4197800925926,6,7,11,9,6,2,7,0,0
1483697076000,371.4198611111111,6,8,12,3,12,3,12,0,1
1483697081000,371.4199189814815,12,6,8,10,6,2,6,1,1
1483697136000,371.42055555555555,8,4,12,5,12,1,8,1,0
